Coin;Date;Open;High;Low;Close;Adj Close;Volume
CIX100;04.07.2019;0.812246;0.862014;0.70507;0.754013;0.754013;480763
CIX100;05.07.2019;0.753972;0.884353;0.712899;0.870826;0.870826;443053
CIX100;06.07.2019;0.870635;0.915997;0.866726;0.884529;0.884529;428219
CIX100;07.07.2019;0.886881;0.912567;0.87957;0.906153;0.906153;385827
CIX100;08.07.2019;0.906019;0.974374;0.894818;0.950828;0.950828;282725
CIX100;09.07.2019;0.95079;0.984595;0.946848;0.959539;0.959539;199073
CIX100;10.07.2019;0.964134;1.004854;0.888271;0.917813;0.917813;166300
CIX100;11.07.2019;0.917601;0.919756;0.831737;0.858759;0.858759;181005
CIX100;12.07.2019;0.859027;0.897846;0.844017;0.894016;0.894016;218105
CIX100;13.07.2019;0.895445;0.898107;0.823798;0.851527;0.851527;166336
CIX100;14.07.2019;0.848933;0.859806;0.775123;0.777195;0.777195;144162
CIX100;15.07.2019;0.778691;0.823691;0.744154;0.820163;0.820163;205986
CIX100;16.07.2019;0.817161;0.824397;0.700672;0.707017;0.707017;133600
CIX100;17.07.2019;0.707389;0.748583;0.67429;0.737197;0.737197;143556
CIX100;18.07.2019;0.737066;0.805703;0.708931;0.802482;0.802482;193466
CIX100;19.07.2019;0.802482;0.804962;0.76445;0.781628;0.781628;493534
CIX100;20.07.2019;0.786442;0.836694;0.782467;0.819716;0.819716;373003
CIX100;21.07.2019;0.819716;0.820682;0.780924;0.796844;0.796844;223272
CIX100;22.07.2019;0.796855;0.801557;0.760408;0.776064;0.776064;281560
CIX100;23.07.2019;0.776119;0.777928;0.743393;0.747829;0.747829;215263
CIX100;24.07.2019;0.747829;0.748205;0.72418;0.74307;0.74307;354174
CIX100;25.07.2019;0.742257;0.771707;0.739743;0.756078;0.756078;239504
CIX100;26.07.2019;0.754058;0.758449;0.734702;0.747698;0.747698;168147
CIX100;27.07.2019;0.747698;0.78053;0.70823;0.716434;0.716434;252281
CIX100;28.07.2019;0.716434;0.725203;0.684691;0.721314;0.721314;188447
CIX100;29.07.2019;0.720468;0.731469;0.710004;0.714967;0.714967;188389
CIX100;30.07.2019;0.714806;0.732204;0.711945;0.718677;0.718677;228136
CIX100;31.07.2019;0.721455;0.759483;0.718567;0.757685;0.757685;189303
CIX100;01.08.2019;0.757607;0.782401;0.744028;0.778469;0.778469;206196
CIX100;02.08.2019;0.778395;0.796248;0.773747;0.77975;0.77975;258602
CIX100;03.08.2019;0.779966;0.814205;0.779262;0.806827;0.806827;209459
CIX100;04.08.2019;0.807147;0.816089;0.784872;0.81169;0.81169;245596
CIX100;05.08.2019;0.811218;0.877328;0.810799;0.866217;0.866217;237894
CIX100;06.08.2019;0.867183;0.902608;0.824051;0.837559;0.837559;180743
CIX100;07.08.2019;0.837783;0.878964;0.836189;0.862796;0.862796;163821
CIX100;08.08.2019;0.862796;0.863879;0.828884;0.85871;0.85871;140326
CIX100;09.08.2019;0.859166;0.859668;0.839972;0.841567;0.841567;143133
CIX100;10.08.2019;0.841567;0.852047;0.811028;0.813972;0.813972;128129
CIX100;11.08.2019;0.814287;0.82987;0.810313;0.828324;0.828324;101796
CIX100;12.08.2019;0.827932;0.830105;0.820245;0.822273;0.822273;95986
CIX100;13.08.2019;0.822679;0.824116;0.79013;0.795033;0.795033;90813
CIX100;14.08.2019;0.795085;0.79664;0.757042;0.757323;0.757323;80315
CIX100;15.08.2019;0.757323;0.770633;0.730691;0.749869;0.749869;98114
CIX100;16.08.2019;0.750087;0.756072;0.714485;0.75083;0.75083;95979
CIX100;17.08.2019;0.750805;0.753093;0.726569;0.733403;0.733403;74473
CIX100;18.08.2019;0.732951;0.760475;0.729619;0.756983;0.756983;76649
CIX100;19.08.2019;0.756832;0.781331;0.754106;0.779638;0.779638;95235
CIX100;20.08.2019;0.779638;0.782251;0.768506;0.774451;0.774451;94410
CIX100;21.08.2019;0.773932;0.776829;0.713021;0.722107;0.722107;72888
CIX100;22.08.2019;0.721975;0.742013;0.711297;0.741219;0.741219;63780
CIX100;23.08.2019;0.741219;0.752254;0.734927;0.75195;0.75195;69051
CIX100;24.08.2019;0.7517;0.753626;0.725105;0.733377;0.733377;79932
CIX100;25.08.2019;0.733377;0.748396;0.730595;0.738002;0.738002;79479
CIX100;26.08.2019;0.73647;0.759555;0.732145;0.745402;0.745402;103433
CIX100;27.08.2019;0.745584;0.74566;0.723332;0.736386;0.736386;72802
CIX100;28.08.2019;0.735243;0.741555;0.692918;0.694607;0.694607;87695
CIX100;29.08.2019;0.694566;0.697703;0.674415;0.6832;0.6832;82350
CIX100;30.08.2019;0.6832;0.690831;0.674797;0.689469;0.689469;83030
CIX100;31.08.2019;0.689352;0.693291;0.685475;0.691151;0.691151;66347
CIX100;01.09.2019;0.691205;0.699396;0.685724;0.698278;0.698278;69027
CIX100;02.09.2019;0.698152;0.739866;0.694283;0.737751;0.737751;82678
CIX100;03.09.2019;0.738044;0.76418;0.734441;0.759329;0.759329;73771
CIX100;04.09.2019;0.759997;0.761249;0.744531;0.754959;0.754959;72029
CIX100;05.09.2019;0.754959;0.756424;0.747073;0.748612;0.748612;73959
CIX100;06.09.2019;0.748612;0.758675;0.742401;0.745904;0.745904;79304
CIX100;07.09.2019;0.745966;0.750965;0.743207;0.748348;0.748348;78219
CIX100;08.09.2019;0.74888;0.760978;0.741205;0.746035;0.746035;67808
CIX100;09.09.2019;0.746035;0.7559;0.737675;0.742987;0.742987;82943
CIX100;10.09.2019;0.742715;0.743652;0.72139;0.724624;0.724624;78087
CIX100;11.09.2019;0.72517;0.728977;0.714492;0.717232;0.717232;61778
CIX100;12.09.2019;0.717232;0.720358;0.714646;0.716347;0.716347;63154
CIX100;13.09.2019;0.716664;0.720735;0.713616;0.714317;0.714317;65162
CIX100;14.09.2019;0.714856;0.718617;0.71341;0.715866;0.715866;71297
CIX100;15.09.2019;0.716015;0.72203;0.71447;0.718139;0.718139;76947
CIX100;16.09.2019;0.718172;0.724335;0.716285;0.718404;0.718404;76119
CIX100;17.09.2019;0.718694;0.725478;0.711142;0.725478;0.725478;77583
CIX100;18.09.2019;0.726003;0.757984;0.723715;0.753726;0.753726;91163
CIX100;19.09.2019;0.753503;0.755128;0.716382;0.752141;0.752141;102457
CIX100;20.09.2019;0.752621;0.753483;0.736341;0.744108;0.744108;79494
CIX100;21.09.2019;0.744204;0.751422;0.730323;0.731719;0.731719;81971
CIX100;22.09.2019;0.732299;0.739484;0.725501;0.739125;0.739125;78262
CIX100;23.09.2019;0.739329;0.739796;0.725169;0.729167;0.729167;69301
CIX100;24.09.2019;0.729235;0.732137;0.60178;0.619223;0.619223;52831
CIX100;25.09.2019;0.619702;0.63102;0.598626;0.615267;0.615267;56259
CIX100;26.09.2019;0.61494;0.616747;0.568805;0.58936;0.58936;61696
CIX100;27.09.2019;0.588799;0.605462;0.578447;0.603406;0.603406;66217
CIX100;28.09.2019;0.603191;0.604239;0.592563;0.602531;0.602531;64313
CIX100;29.09.2019;0.602704;0.604215;0.582924;0.590918;0.590918;64835
CIX100;30.09.2019;0.590918;0.610563;0.5719;0.60967;0.60967;65701
CIX100;01.10.2019;0.609758;0.619837;0.605808;0.612396;0.612396;73587
CIX100;02.10.2019;0.612396;0.614096;0.601622;0.609669;0.609669;72522
CIX100;03.10.2019;0.609669;0.615177;0.595856;0.605523;0.605523;80279
CIX100;04.10.2019;0.605522;0.605802;0.594104;0.601826;0.601826;77133
CIX100;05.10.2019;0.601826;0.602426;0.592006;0.597975;0.597975;70957
CIX100;06.10.2019;0.597962;0.601003;0.584078;0.586121;0.586121;71491
CIX100;07.10.2019;0.585787;0.618711;0.581613;0.612165;0.612165;77183
CIX100;08.10.2019;0.612185;0.621413;0.599641;0.605046;0.605046;82279
CIX100;09.10.2019;0.605046;0.646357;0.599648;0.635863;0.635863;77360
CIX100;10.10.2019;0.635436;0.640085;0.629684;0.637853;0.637853;69272
CIX100;11.10.2019;0.637339;0.647033;0.611153;0.611153;0.611153;75529
CIX100;12.10.2019;0.611438;0.628753;0.608155;0.609792;0.609792;75439
CIX100;13.10.2019;0.61001;0.625871;0.607534;0.614989;0.614989;76843
CIX100;14.10.2019;0.614989;0.622749;0.611366;0.620126;0.620126;65983
CIX100;15.10.2019;0.620119;0.624339;0.613843;0.620798;0.620798;70114
CIX100;16.10.2019;0.620798;0.623749;0.596716;0.615532;0.615532;82277
CIX100;17.10.2019;0.615523;0.625528;0.593995;0.604536;0.604536;78776
CIX100;18.10.2019;0.604527;0.606832;0.585532;0.594397;0.594397;85860
CIX100;19.10.2019;0.594692;0.602137;0.590525;0.593221;0.593221;76621
CIX100;20.10.2019;0.593034;0.619702;0.589179;0.610039;0.610039;86207
CIX100;21.10.2019;0.609903;0.61897;0.607155;0.612156;0.612156;78264
CIX100;22.10.2019;0.613093;0.616795;0.599581;0.59996;0.59996;91723
CIX100;23.10.2019;0.599801;0.601651;0.547419;0.558155;0.558155;80360
CIX100;24.10.2019;0.558109;0.567023;0.550475;0.559605;0.559605;72883
CIX100;25.10.2019;0.559605;0.645081;0.55762;0.641888;0.641888;97314
CIX100;26.10.2019;0.642706;0.739329;0.642514;0.674239;0.674239;103003
CIX100;27.10.2019;0.674239;0.713633;0.664276;0.699199;0.699199;84803
CIX100;28.10.2019;0.697658;0.715956;0.677646;0.678857;0.678857;80186
CIX100;29.10.2019;0.678857;0.698428;0.676199;0.694975;0.694975;70110
CIX100;30.10.2019;0.695472;0.695977;0.665769;0.677506;0.677506;72969
CIX100;31.10.2019;0.677533;0.699386;0.672013;0.676205;0.676205;79091
CIX100;01.11.2019;0.676358;0.67657;0.669519;0.671675;0.671675;87679
CIX100;02.11.2019;0.671675;0.676443;0.666991;0.673253;0.673253;82006
CIX100;03.11.2019;0.673091;0.679112;0.67022;0.672192;0.672192;72893
CIX100;04.11.2019;0.672152;0.702029;0.671043;0.694177;0.694177;75145
CIX100;05.11.2019;0.694177;0.699828;0.681813;0.691102;0.691102;82506
CIX100;06.11.2019;0.691425;0.699407;0.689229;0.694278;0.694278;80823
CIX100;07.11.2019;0.694767;0.696064;0.677002;0.682853;0.682853;81238
CIX100;08.11.2019;0.682703;0.683967;0.645433;0.651274;0.651274;90873
CIX100;09.11.2019;0.651046;0.658991;0.649466;0.654354;0.654354;84369
CIX100;10.11.2019;0.654232;0.67579;0.653346;0.673167;0.673167;82275
CIX100;11.11.2019;0.673167;0.674599;0.644951;0.649011;0.649011;84251
CIX100;12.11.2019;0.649316;0.658681;0.643681;0.654041;0.654041;73466
CIX100;13.11.2019;0.654077;0.65754;0.65034;0.654704;0.654704;73395
CIX100;14.11.2019;0.653966;0.655907;0.64437;0.645946;0.645946;71812
CIX100;15.11.2019;0.646123;0.648695;0.628059;0.629668;0.629668;87931
CIX100;16.11.2019;0.63005;0.638933;0.628832;0.635756;0.635756;74864
CIX100;17.11.2019;0.635756;0.6507;0.631743;0.640064;0.640064;75004
CIX100;18.11.2019;0.639707;0.64386;0.61035;0.614635;0.614635;75479
CIX100;19.11.2019;0.615036;0.623113;0.597704;0.608096;0.608096;83648
CIX100;20.11.2019;0.608096;0.611516;0.600891;0.602259;0.602259;71313
CIX100;21.11.2019;0.60214;0.605294;0.559029;0.564568;0.564568;84483
CIX100;22.11.2019;0.564568;0.569068;0.50936;0.539054;0.539054;90183
CIX100;23.11.2019;0.538472;0.55314;0.526615;0.549044;0.549044;69563
CIX100;24.11.2019;0.549182;0.550005;0.515781;0.51851;0.51851;73054
CIX100;25.11.2019;0.517309;0.541479;0.487851;0.526944;0.526944;93828
CIX100;26.11.2019;0.527;0.540508;0.521907;0.534576;0.534576;72246
CIX100;27.11.2019;0.534;0.562472;0.513487;0.554606;0.554606;70898
CIX100;28.11.2019;0.555544;0.580205;0.546708;0.54779;0.54779;89533
CIX100;29.11.2019;0.548024;0.573585;0.547526;0.570849;0.570849;89312
CIX100;30.11.2019;0.570849;0.576825;0.550702;0.556031;0.556031;68122
CIX100;01.12.2019;0.555576;0.556226;0.533887;0.547477;0.547477;61850
CIX100;02.12.2019;0.547024;0.551296;0.53079;0.537849;0.537849;60678
CIX100;03.12.2019;0.5382;0.546194;0.528924;0.537219;0.537219;69965
CIX100;04.12.2019;0.536812;0.557475;0.52578;0.532277;0.532277;74790
CIX100;05.12.2019;0.532277;0.575152;0.529656;0.546011;0.546011;65393
CIX100;06.12.2019;0.545838;0.553478;0.540376;0.552903;0.552903;64941
CIX100;07.12.2019;0.55278;0.558314;0.550891;0.55172;0.55172;64731
CIX100;08.12.2019;0.55172;0.560271;0.546003;0.554295;0.554295;66836
CIX100;09.12.2019;0.554707;0.557243;0.537615;0.539899;0.539899;72526
CIX100;10.12.2019;0.540049;0.541151;0.528434;0.532105;0.532105;76993
CIX100;11.12.2019;0.53194;0.535973;0.524309;0.527048;0.527048;74661
CIX100;12.12.2019;0.526799;0.531414;0.522108;0.5292;0.5292;78347
CIX100;13.12.2019;0.528965;0.533344;0.527101;0.531159;0.531159;87672
CIX100;14.12.2019;0.531168;0.53343;0.51869;0.521;0.521;83715
CIX100;15.12.2019;0.521;0.525351;0.493079;0.523647;0.523647;74768
CIX100;16.12.2019;0.523647;0.525233;0.49989;0.502275;0.502275;70629
CIX100;17.12.2019;0.502275;0.504869;0.472745;0.475618;0.475618;67383
CIX100;18.12.2019;0.475618;0.526858;0.469098;0.523799;0.523799;89062
CIX100;19.12.2019;0.523799;0.529398;0.503264;0.516166;0.516166;86539
CIX100;20.12.2019;0.516166;0.521873;0.502524;0.517959;0.517959;83055
CIX100;21.12.2019;0.517959;0.517971;0.506398;0.514597;0.514597;74139
CIX100;22.12.2019;0.514318;0.538944;0.513732;0.538591;0.538591;82203
CIX100;23.12.2019;0.538107;0.546731;0.521451;0.52339;0.52339;75543
CIX100;24.12.2019;0.52362;0.538215;0.517201;0.522341;0.522341;78997
CIX100;25.12.2019;0.522341;0.52355;0.512231;0.517512;0.517512;77588
CIX100;26.12.2019;0.51772;0.529604;0.512021;0.515926;0.515926;92296
CIX100;27.12.2019;0.515889;0.525766;0.51177;0.521062;0.521062;88559
CIX100;28.12.2019;0.520743;0.531309;0.520651;0.522918;0.522918;80056
CIX100;29.12.2019;0.523019;0.541359;0.522031;0.534066;0.534066;82256
CIX100;30.12.2019;0.533872;0.537024;0.520974;0.523004;0.523004;80417
CIX100;31.12.2019;0.523085;0.528496;0.512172;0.51489;0.51489;67083
CIX100;01.01.2020;0.51489;0.521874;0.512958;0.516763;0.516763;67580
CIX100;02.01.2020;0.516704;0.518731;0.495382;0.498152;0.498152;122434
CIX100;03.01.2020;0.50059;0.534613;0.495414;0.528791;0.528791;146430
CIX100;04.01.2020;0.528748;0.535446;0.52524;0.53411;0.53411;117556
CIX100;05.01.2020;0.533837;0.5455;0.526598;0.534263;0.534263;87503
CIX100;06.01.2020;0.533964;0.566565;0.533964;0.565669;0.565669;93913
CIX100;07.01.2020;0.565669;0.587055;0.561575;0.585439;0.585439;71748
CIX100;08.01.2020;0.585439;0.600044;0.567222;0.576564;0.576564;68568
CIX100;09.01.2020;0.576467;0.576467;0.559812;0.564517;0.564517;71334
CIX100;10.01.2020;0.563824;0.588981;0.551627;0.588838;0.588838;82457
CIX100;11.01.2020;0.588838;0.595625;0.578331;0.579952;0.579952;91281
CIX100;12.01.2020;0.579771;0.593178;0.57759;0.592354;0.592354;104822
CIX100;13.01.2020;0.593398;0.594458;0.582694;0.589233;0.589233;104539
CIX100;14.01.2020;0.589409;0.666454;0.588311;0.660787;0.660787;107588
CIX100;15.01.2020;0.659931;0.665603;0.63923;0.655925;0.655925;91082
CIX100;16.01.2020;0.656075;0.660353;0.633821;0.648512;0.648512;78541
CIX100;17.01.2020;0.648677;0.673818;0.644235;0.667768;0.667768;77348
CIX100;18.01.2020;0.666732;0.673981;0.654191;0.664927;0.664927;88802
CIX100;19.01.2020;0.664927;0.68065;0.636003;0.646861;0.646861;96590
CIX100;20.01.2020;0.646861;0.656248;0.633584;0.646084;0.646084;83111
CIX100;21.01.2020;0.645701;0.656044;0.637081;0.65541;0.65541;83929
CIX100;22.01.2020;0.654583;0.65875;0.644414;0.649828;0.649828;102971
CIX100;23.01.2020;0.649762;0.650359;0.617114;0.624137;0.624137;89265
CIX100;24.01.2020;0.624137;0.634523;0.609956;0.628653;0.628653;90165
CIX100;25.01.2020;0.629102;0.629145;0.612391;0.621889;0.621889;77187
CIX100;26.01.2020;0.620835;0.643231;0.615199;0.641962;0.641962;68609
CIX100;27.01.2020;0.642192;0.674309;0.642192;0.665433;0.665433;74285
CIX100;28.01.2020;0.665194;0.698237;0.66458;0.696919;0.696919;87621
CIX100;29.01.2020;0.698464;0.70311;0.689566;0.692601;0.692601;70706
CIX100;30.01.2020;0.692628;0.718225;0.684845;0.7134;0.7134;87046
CIX100;31.01.2020;0.713648;0.713929;0.685754;0.697333;0.697333;84513
CIX100;01.02.2020;0.697877;0.708696;0.695922;0.706366;0.706366;92997
CIX100;02.02.2020;0.70609;0.722395;0.686194;0.713541;0.713541;97707
CIX100;03.02.2020;0.713541;0.720663;0.700291;0.703083;0.703083;108541
CIX100;04.02.2020;0.702929;0.71601;0.692377;0.698937;0.698937;73724
CIX100;05.02.2020;0.698668;0.747026;0.697875;0.739531;0.739531;161615
CIX100;06.02.2020;0.739531;0.760737;0.716593;0.745771;0.745771;172019
CIX100;07.02.2020;0.745547;0.755433;0.742106;0.753556;0.753556;99757
CIX100;08.02.2020;0.751708;0.767535;0.737208;0.765712;0.765712;140547
CIX100;09.02.2020;0.764966;0.790834;0.761337;0.789293;0.789293;215178
CIX100;10.02.2020;0.789571;0.792684;0.757949;0.772172;0.772172;80633
CIX100;11.02.2020;0.772602;0.806954;0.757813;0.806671;0.806671;77360
CIX100;12.02.2020;0.806742;0.84246;0.805412;0.840077;0.840077;79739
CIX100;13.02.2020;0.840077;0.856614;0.817684;0.833119;0.833119;69262
CIX100;14.02.2020;0.833354;0.859301;0.821516;0.859301;0.859301;42281
CIX100;15.02.2020;0.859301;0.864496;0.79398;0.799565;0.799565;74609
CIX100;16.02.2020;0.799501;0.820251;0.743526;0.789789;0.789789;65452
CIX100;17.02.2020;0.789278;0.789278;0.740883;0.778766;0.778766;59868
CIX100;18.02.2020;0.778505;0.82043;0.766354;0.815795;0.815795;86233
CIX100;19.02.2020;0.816105;0.829472;0.756787;0.760376;0.760376;118088
CIX100;20.02.2020;0.760873;0.76654;0.740994;0.757461;0.757461;75340
CIX100;21.02.2020;0.758122;0.774766;0.753371;0.769403;0.769403;75269
CIX100;22.02.2020;0.768278;0.77085;0.755967;0.764008;0.764008;86874
CIX100;23.02.2020;0.764008;0.794172;0.76358;0.79357;0.79357;91943
CIX100;24.02.2020;0.793416;0.79768;0.742237;0.753261;0.753261;77013
CIX100;25.02.2020;0.753381;0.760033;0.720112;0.725238;0.725238;63122
CIX100;26.02.2020;0.723905;0.727858;0.683218;0.688691;0.688691;76381
CIX100;27.02.2020;0.689589;0.692206;0.666619;0.672463;0.672463;75525
CIX100;28.02.2020;0.672968;0.683632;0.624559;0.663466;0.663466;66335
CIX100;29.02.2020;0.661049;0.688967;0.655295;0.667697;0.667697;80567
CIX100;01.03.2020;0.667916;0.668468;0.645806;0.652618;0.652618;84514
CIX100;02.03.2020;0.651966;0.686758;0.635275;0.682335;0.682335;79225
CIX100;03.03.2020;0.681864;0.686546;0.665916;0.673236;0.673236;80010
CIX100;04.03.2020;0.672919;0.679457;0.659611;0.672764;0.672764;79375
CIX100;05.03.2020;0.673119;0.701668;0.668597;0.693279;0.693279;77730
CIX100;06.03.2020;0.693124;0.702964;0.684781;0.700093;0.700093;72917
CIX100;07.03.2020;0.699486;0.708528;0.668372;0.698681;0.698681;65251
CIX100;08.03.2020;0.698681;0.71418;0.690531;0.707821;0.707821;60679
CIX100;09.03.2020;0.704724;0.706458;0.568484;0.601599;0.601599;43277
CIX100;10.03.2020;0.604344;0.626353;0.589547;0.603508;0.603508;47421
CIX100;11.03.2020;0.603624;0.609213;0.576508;0.601051;0.601051;69535
CIX100;12.03.2020;0.601311;0.602132;0.36825;0.37026;0.37026;83263
CIX100;13.03.2020;0.369826;0.444107;0.294198;0.420234;0.420234;88225
CIX100;14.03.2020;0.421871;0.429883;0.396342;0.402499;0.402499;51595
CIX100;15.03.2020;0.402499;0.455192;0.400089;0.413659;0.413659;60252
CIX100;16.03.2020;0.41288;0.415079;0.34334;0.375259;0.375259;54143
CIX100;17.03.2020;0.374653;0.411371;0.374653;0.398351;0.398351;67119
CIX100;18.03.2020;0.396386;0.413107;0.377852;0.387538;0.387538;74334
CIX100;19.03.2020;0.387538;0.476584;0.387203;0.459204;0.459204;89754
CIX100;20.03.2020;0.459169;0.509186;0.423398;0.45351;0.45351;85464
CIX100;21.03.2020;0.45351;0.464293;0.445273;0.451316;0.451316;86494
CIX100;22.03.2020;0.450917;0.458162;0.442998;0.449788;0.449788;86328
CIX100;23.03.2020;0.449788;0.472017;0.422999;0.472017;0.472017;83930
CIX100;24.03.2020;0.471731;0.502385;0.466971;0.490894;0.490894;64952
CIX100;25.03.2020;0.491096;0.507494;0.469112;0.482833;0.482833;68487
CIX100;26.03.2020;0.482833;0.492375;0.477393;0.49066;0.49066;76346
CIX100;27.03.2020;0.482939;0.496021;0.470928;0.472002;0.472002;80709
CIX100;28.03.2020;0.472349;0.4739;0.446606;0.45934;0.45934;93599
CIX100;29.03.2020;0.459635;0.461542;0.433857;0.435259;0.435259;80990
CIX100;30.03.2020;0.43412;0.480887;0.433166;0.473351;0.473351;78238
CIX100;31.03.2020;0.473441;0.478591;0.463924;0.47249;0.47249;83564
CIX100;01.04.2020;0.47249;0.486321;0.454288;0.486321;0.486321;99617
CIX100;02.04.2020;0.486891;0.520689;0.482401;0.497244;0.497244;98872
CIX100;03.04.2020;0.497166;0.515066;0.488034;0.495346;0.495346;67570
CIX100;04.04.2020;0.494875;0.51099;0.490167;0.504633;0.504633;68324
CIX100;05.04.2020;0.505132;0.506093;0.490912;0.498244;0.498244;67864
CIX100;06.04.2020;0.498398;0.545396;0.49713;0.540636;0.540636;74100
